Timestamp,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,SMA_500
2026-01-01 09:15:00+05:30,216.5,217.8,213.02,216.42,6362680,,,,,,,
2026-01-01 09:30:00+05:30,216.45,216.79,215.64,216.63,2351109,,,,,,,
2026-01-01 09:45:00+05:30,216.64,216.65,216.3,216.45,1208663,,,,,,,
2026-01-01 10:00:00+05:30,216.45,216.55,215.74,215.89,1186374,,,,,,,
2026-01-01 10:15:00+05:30,215.89,215.9,214.9,215.58,2179729,216.19400000000002,,,,,,
2026-01-01 10:30:00+05:30,215.58,215.66,214.65,214.78,1915271,215.86599999999999,,,,,,
2026-01-01 10:45:00+05:30,214.71,215.3,214.7,215.25,1346512,215.59,,,,,,
2026-01-01 11:00:00+05:30,215.24,215.74,215.1,215.25,1027457,215.35,,,,,,
2026-01-01 11:15:00+05:30,215.24,215.7,215.1,215.52,733946,215.276,,,,,,
2026-01-01 11:30:00+05:30,215.53,215.6,215.41,215.45,395260,215.25,215.72199999999998,,,,,
2026-01-01 11:45:00+05:30,215.53,215.7,215.4,215.49,505503,215.392,215.629,,,,,
2026-01-01 12:00:00+05:30,215.49,215.64,215.47,215.62,504135,215.46599999999998,215.52800000000002,,,,,
2026-01-01 12:15:00+05:30,215.62,215.69,215.36,215.52,605869,215.51999999999998,215.435,,,,,
2026-01-01 12:30:00+05:30,215.52,215.53,215.06,215.17,889588,215.45,215.363,,,,,
2026-01-01 12:45:00+05:30,215.16,215.18,214.85,214.89,1134392,215.33800000000002,215.294,,,,,
2026-01-01 13:00:00+05:30,214.9,215.1,214.55,214.72,1872569,215.18399999999997,215.288,,,,,
2026-01-01 13:15:00+05:30,214.72,214.72,214.51,214.54,708345,214.96800000000002,215.217,,,,,
2026-01-01 13:30:00+05:30,214.54,214.55,214.05,214.11,1612840,214.68599999999998,215.10299999999998,,,,,
2026-01-01 13:45:00+05:30,214.11,214.44,213.7,214.4,1856239,214.532,214.99099999999999,,,,,
2026-01-01 14:00:00+05:30,214.39,214.93,214.16,214.8,1780333,214.51399999999998,214.926,215.32399999999998,,,,
2026-01-01 14:15:00+05:30,214.83,214.89,213.9,214.24,1363618,214.41799999999998,214.801,215.215,,,,
2026-01-01 14:30:00+05:30,214.24,215.1,214.24,215.08,1567829,214.526,214.747,215.1375,,,,
2026-01-01 14:45:00+05:30,215.09,215.09,214.5,214.99,1134137,214.702,214.69400000000002,215.0645,,,,
2026-01-01 15:00:00+05:30,214.99,215.06,214.65,214.8,1534094,214.782,214.657,215.01,,,,
2026-01-01 15:15:00+05:30,214.7,215.6,214.62,215.1,2858157,214.842,214.67800000000003,214.98600000000002,,,,
2026-01-02 09:15:00+05:30,220.33,221.0,217.6,219.77,8243082,215.948,215.183,215.2355,,,,
2026-01-02 09:30:00+05:30,219.77,221.75,219.76,221.23,7026716,217.17800000000003,215.852,215.53449999999998,,,,
2026-01-02 09:45:00+05:30,221.23,221.23,220.2,220.56,3218381,218.292,216.497,215.8,,,,
2026-01-02 10:00:00+05:30,220.59,220.94,220.21,220.5,2524864,219.43200000000002,217.10700000000003,216.04899999999998,,,,
2026-01-02 10:15:00+05:30,220.5,220.5,219.7,220.09,2271578,220.43,217.63600000000002,216.281,,,,
2026-01-02 10:30:00+05:30,220.08,220.18,219.15,220.04,2219601,220.484,218.21599999999998,216.5085,,,,
2026-01-02 10:45:00+05:30,220.04,220.85,220.02,220.73,2022259,220.38400000000001,218.781,216.76399999999998,,,,
2026-01-02 11:00:00+05:30,220.73,220.99,220.38,220.9,1726047,220.452,219.372,217.033,,,,
2026-01-02 11:15:00+05:30,220.93,221.3,220.81,221.16,2204874,220.584,220.00799999999998,217.33249999999998,,,,
2026-01-02 11:30:00+05:30,221.16,221.23,220.8,220.89,1595060,220.744,220.587,217.63250000000002,,,,
2026-01-02 11:45:00+05:30,220.88,221.6,220.71,221.57,1995266,221.05,220.767,217.975,,,,
2026-01-02 12:00:00+05:30,221.57,222.0,221.39,221.96,1996695,221.296,220.84,218.346,,,,
2026-01-02 12:15:00+05:30,221.96,222.19,221.6,221.85,2554898,221.48600000000002,220.969,218.733,,,,
2026-01-02 12:30:00+05:30,221.89,221.9,221.12,221.34,2045118,221.522,221.05300000000003,219.07999999999998,,,,
2026-01-02 12:45:00+05:30,221.34,221.4,220.85,221.17,2627812,221.57800000000003,221.16099999999997,219.3985,,,,
2026-01-02 13:00:00+05:30,221.17,221.4,220.72,220.8,2486301,221.42399999999998,221.237,219.7265,,,,
2026-01-02 13:15:00+05:30,220.75,221.15,220.64,220.82,1493258,221.196,221.246,220.01349999999996,,,,
2026-01-02 13:30:00+05:30,220.82,221.09,220.76,220.9,1281263,221.006,221.246,220.30900000000003,,,,
2026-01-02 13:45:00+05:30,220.94,221.42,220.88,221.4,1211636,221.01800000000003,221.26999999999998,220.63899999999998,,,,
2026-01-02 14:00:00+05:30,221.44,221.54,221.08,221.49,1116494,221.08199999999997,221.33,220.95850000000002,,,,
2026-01-02 14:15:00+05:30,221.49,221.69,221.12,221.56,1089120,221.234,221.329,221.048,,,,
2026-01-02 14:30:00+05:30,221.56,221.59,221.2,221.39,978340,221.348,221.27200000000002,221.05600000000004,,,,
2026-01-02 14:45:00+05:30,221.39,221.8,221.33,221.79,1283822,221.52599999999998,221.266,221.1175,,,,
2026-01-02 15:00:00+05:30,221.79,221.88,221.51,221.6,2310443,221.56599999999997,221.292,221.17249999999999,,,,
2026-01-02 15:15:00+05:30,221.65,222.2,221.65,222.17,5386222,221.702,221.392,221.2765,218.16740000000001,,,
2026-01-05 09:15:00+05:30,222.9,226.8,222.2,222.84,9731537,221.958,221.596,221.41649999999998,218.29579999999999,,,
2026-01-05 09:30:00+05:30,222.8,224.82,222.47,224.07,6285481,222.49399999999997,221.921,221.58350000000002,218.44460000000004,,,
2026-01-05 09:45:00+05:30,224.07,224.67,224.0,224.23,2543354,222.98199999999997,222.254,221.75,218.6002,,,
2026-01-05 10:00:00+05:30,224.25,224.57,224.06,224.54,1966213,223.57,222.56799999999998,221.919,218.7732,,,
2026-01-05 10:15:00+05:30,224.54,224.6,224.3,224.58,1311582,224.052,222.877,222.1035,218.9532,,,
2026-01-05 10:30:00+05:30,224.58,224.59,224.26,224.39,1136670,224.362,223.16,222.24449999999996,219.1454,,,
2026-01-05 10:45:00+05:30,224.4,224.52,224.26,224.52,805808,224.452,223.473,222.3725,219.3308,,,
2026-01-05 11:00:00+05:30,224.54,224.58,223.61,223.82,2224564,224.36999999999998,223.67600000000002,222.471,219.50220000000002,,,
2026-01-05 11:15:00+05:30,223.86,224.59,223.7,224.45,1484335,224.352,223.96099999999996,222.62650000000002,219.68079999999998,,,
2026-01-05 11:30:00+05:30,224.52,224.59,224.3,224.38,852481,224.31199999999998,224.18200000000002,222.78699999999998,219.85940000000002,,,
2026-01-05 11:45:00+05:30,224.38,224.49,224.06,224.4,1121551,224.314,224.33800000000002,222.967,220.03760000000003,,,
2026-01-05 12:00:00+05:30,224.42,224.49,224.14,224.3,879494,224.26999999999998,224.36100000000002,223.14100000000002,220.2112,,,
2026-01-05 12:15:00+05:30,224.31,224.45,224.22,224.4,476556,224.38600000000002,224.378,223.31599999999997,220.38879999999997,,,
2026-01-05 12:30:00+05:30,224.4,224.5,224.21,224.31,575271,224.358,224.35500000000002,223.46150000000003,220.5716,,,
2026-01-05 12:45:00+05:30,224.35,224.43,224.23,224.31,416199,224.344,224.32800000000003,223.60250000000002,220.76,,,
2026-01-05 13:00:00+05:30,224.31,224.34,224.05,224.29,1108046,224.32200000000003,224.31799999999998,223.73899999999998,220.95140000000004,,,
2026-01-05 13:15:00+05:30,224.21,224.3,224.0,224.01,922251,224.26399999999998,224.267,223.86999999999998,221.14079999999998,,,
2026-01-05 13:30:00+05:30,224.01,224.28,224.0,224.27,500746,224.238,224.31199999999998,223.99399999999997,221.34399999999997,,,
2026-01-05 13:45:00+05:30,224.29,224.43,224.2,224.37,1077756,224.25,224.304,224.13250000000002,221.5434,,,
2026-01-05 14:00:00+05:30,224.33,224.48,224.19,224.47,880097,224.282,224.31300000000002,224.2475,221.73680000000002,,,
2026-01-05 14:15:00+05:30,224.47,224.5,224.29,224.41,645864,224.30599999999998,224.314,224.32599999999996,221.9402,,,
2026-01-05 14:30:00+05:30,224.41,224.5,224.37,224.49,684903,224.402,224.333,224.34700000000004,222.1284,,,
2026-01-05 14:45:00+05:30,224.5,225.0,224.45,224.96,1707432,224.54000000000002,224.38899999999998,224.3835,222.3278,,,
2026-01-05 15:00:00+05:30,224.98,225.4,224.95,225.4,3828398,224.746,224.498,224.42649999999998,222.53979999999999,,,
2026-01-05 15:15:00+05:30,225.35,226.4,225.3,226.1,6404418,225.07200000000003,224.677,224.5025,222.75979999999998,,,
2026-01-06 09:15:00+05:30,228.16,231.27,228.16,231.2,11281895,226.42999999999998,225.368,224.84300000000002,222.9884,,,
2026-01-06 09:30:00+05:30,231.24,232.16,231.0,231.71,5238976,227.87399999999997,226.138,225.20250000000001,223.19799999999998,,,
2026-01-06 09:45:00+05:30,231.7,231.98,231.45,231.59,3152583,229.2,226.86999999999998,225.59100000000004,223.4186,,,
2026-01-06 10:00:00+05:30,231.62,231.77,230.91,231.02,3531864,230.32399999999998,227.535,225.91950000000003,223.62900000000002,,,
2026-01-06 10:15:00+05:30,231.02,231.69,230.86,231.09,2633471,231.32200000000003,228.19699999999997,226.25500000000002,223.84900000000002,,,
2026-01-06 10:30:00+05:30,231.1,231.45,230.89,231.17,2083957,231.31599999999997,228.873,226.5935,224.0716,,,
2026-01-06 10:45:00+05:30,231.1,231.82,231.02,231.8,1549481,231.334,229.60399999999998,226.9685,224.293,,,
2026-01-06 11:00:00+05:30,231.82,232.49,231.82,232.19,4566889,231.454,230.327,227.358,224.5188,,,
2026-01-06 11:15:00+05:30,232.19,232.25,231.6,231.82,2416774,231.61400000000003,230.969,227.7335,224.732,,,
2026-01-06 11:30:00+05:30,231.85,232.05,231.32,231.74,2104335,231.744,231.533,228.10500000000002,224.949,,,
2026-01-06 11:45:00+05:30,231.74,232.0,231.61,232.0,1014980,231.91,231.613,228.49050000000003,225.15760000000003,,,
2026-01-06 12:00:00+05:30,231.99,232.1,231.75,231.98,1023498,231.946,231.63999999999996,228.88899999999998,225.358,,,
2026-01-06 12:15:00+05:30,231.99,232.12,231.8,232.07,791422,231.92199999999997,231.68800000000002,229.27900000000005,225.56239999999997,,,
2026-01-06 12:30:00+05:30,232.01,232.4,232.0,232.16,966143,231.99,231.802,229.6685,225.77879999999996,,,
2026-01-06 12:45:00+05:30,232.25,232.33,231.72,231.9,1249761,232.022,231.88299999999998,230.04000000000002,225.9934,,,
2026-01-06 13:00:00+05:30,231.9,232.09,231.75,231.78,1073310,231.97799999999998,231.94400000000002,230.4085,226.213,,,
2026-01-06 13:15:00+05:30,231.79,231.87,231.11,231.2,1939071,231.82199999999997,231.88400000000001,230.744,226.4206,,,
2026-01-06 13:30:00+05:30,231.29,231.57,231.01,231.52,1623389,231.712,231.817,231.07199999999997,226.63300000000004,,,
2026-01-06 13:45:00+05:30,231.52,231.88,231.5,231.66,1061293,231.612,231.80100000000002,231.385,226.8382,,,
2026-01-06 14:00:00+05:30,231.7,231.7,231.4,231.45,1398245,231.522,231.77200000000002,231.65249999999997,227.0374,,,
2026-01-06 14:15:00+05:30,231.41,231.95,231.35,231.93,1220708,231.552,231.76500000000001,231.689,227.2448,,,
2026-01-06 14:30:00+05:30,231.93,231.93,231.16,231.29,1791677,231.57,231.696,231.66799999999998,227.44280000000003,,,
2026-01-06 14:45:00+05:30,231.29,231.68,231.12,231.66,2027431,231.598,231.65500000000003,231.67149999999998,227.6402,,,
2026-01-06 15:00:00+05:30,231.6,231.88,231.52,231.63,2099707,231.592,231.602,231.702,227.84079999999997,,,
2026-01-06 15:15:00+05:30,231.56,232.29,231.21,232.17,5741877,231.73599999999996,231.629,231.756,228.0408,223.1041,,
2026-01-07 09:15:00+05:30,237.6,242.7,235.5,235.68,15781972,232.48600000000002,232.019,231.9815,228.29760000000002,223.29670000000002,,
2026-01-07 09:30:00+05:30,235.68,236.44,234.01,235.14,10914826,233.256,232.413,232.14849999999996,228.51899999999998,223.4818,,
2026-01-07 09:45:00+05:30,235.07,236.55,235.04,235.78,5178050,234.07999999999998,232.839,232.32800000000003,228.75,223.6751,,
2026-01-07 10:00:00+05:30,235.75,236.0,235.03,235.25,4871531,234.804,233.19799999999995,232.49949999999998,228.9642,223.8687,,
2026-01-07 10:15:00+05:30,235.28,235.44,234.75,234.85,4142188,235.34,233.538,232.65499999999997,229.16960000000003,224.0614,,
2026-01-07 10:30:00+05:30,234.87,235.48,234.65,235.29,2306693,235.262,233.87400000000002,232.81949999999998,229.3876,224.2665,,
2026-01-07 10:45:00+05:30,235.28,236.3,235.2,235.82,2980945,235.398,234.327,233.0115,229.61360000000002,224.47220000000002,,
2026-01-07 11:00:00+05:30,235.83,235.83,233.22,233.95,5905369,235.032,234.55599999999998,233.10549999999998,229.81619999999998,224.65919999999997,,
2026-01-07 11:15:00+05:30,233.85,234.19,232.81,233.95,4966527,234.77200000000002,234.788,233.195,230.00620000000004,224.84349999999998,,
2026-01-07 11:30:00+05:30,233.95,234.65,233.71,234.19,2428895,234.64000000000001,234.99,233.30949999999999,230.20239999999998,225.0309,,
2026-01-07 11:45:00+05:30,234.19,234.63,233.9,234.09,1683792,234.4,234.831,233.425,230.3962,225.2169,,
2026-01-07 12:00:00+05:30,234.04,234.1,232.62,232.65,4369420,233.766,234.58199999999997,233.4975,230.5632,225.38719999999998,,
2026-01-07 12:15:00+05:30,232.65,232.86,231.39,232.62,5982455,233.5,234.26600000000002,233.5525,230.7276,225.5582,,
2026-01-07 12:30:00+05:30,232.66,233.55,232.61,233.38,2471521,233.38600000000002,234.079,233.63850000000002,230.909,225.7403,,
2026-01-07 12:45:00+05:30,233.38,234.9,233.37,234.2,2885576,233.388,234.01399999999998,233.776,231.1068,225.9334,,
2026-01-07 13:00:00+05:30,234.2,235.16,234.15,234.62,2496813,233.494,233.94699999999997,233.9105,231.31339999999997,226.1324,,
2026-01-07 13:15:00+05:30,234.62,235.25,234.59,234.99,1515475,233.962,233.86400000000003,234.0955,231.53300000000002,226.3369,,
2026-01-07 13:30:00+05:30,234.98,235.13,234.02,234.64,1391590,234.36599999999999,233.933,234.24450000000002,231.74040000000002,226.5422,,
2026-01-07 13:45:00+05:30,234.61,234.89,234.52,234.89,779668,234.66799999999998,234.027,234.40749999999997,231.9508,226.7471,,
2026-01-07 14:00:00+05:30,234.89,235.24,234.7,234.87,1275538,234.802,234.09499999999997,234.54250000000002,232.1588,226.9478,,
2026-01-07 14:15:00+05:30,234.94,235.0,234.51,234.65,834689,234.808,234.15099999999998,234.49099999999999,232.36360000000002,227.15189999999998,,
2026-01-07 14:30:00+05:30,234.64,234.65,233.31,234.05,2590133,234.61999999999998,234.29100000000003,234.43650000000002,232.5548,227.3416,,
2026-01-07 14:45:00+05:30,234.1,234.45,233.56,233.74,2095256,234.44,234.40299999999996,234.3345,232.7304,227.5291,,
2026-01-07 15:00:00+05:30,233.75,234.85,233.62,234.71,4035529,234.404,234.536,234.30749999999998,232.9166,227.7282,,
2026-01-07 15:15:00+05:30,234.74,234.75,233.82,234.09,5205966,234.248,234.525,234.26950000000002,233.0764,227.9181,,
2026-01-08 09:15:00+05:30,232.7,232.7,228.55,229.35,11651538,233.18800000000002,233.998,233.97250000000003,233.03940000000003,228.0139,,
2026-01-08 09:30:00+05:30,229.35,229.35,226.31,228.64,9898636,232.106,233.36299999999997,233.6135,232.97799999999998,228.08800000000002,,
2026-01-08 09:45:00+05:30,228.55,228.6,227.48,227.93,3348314,230.94400000000002,232.692,233.3125,232.9048,228.1617,,
2026-01-08 10:00:00+05:30,227.97,228.42,227.47,227.7,2211655,229.542,231.973,233.0,232.83839999999998,228.2337,,
2026-01-08 10:15:00+05:30,227.65,227.88,227.1,227.45,2749348,228.214,231.231,232.663,232.76559999999998,228.3073,,
2026-01-08 10:30:00+05:30,227.45,227.48,225.3,225.81,4967910,227.506,230.34700000000004,232.24900000000002,232.6584,228.365,,
2026-01-08 10:45:00+05:30,225.9,225.95,224.61,224.88,5333347,226.754,229.42999999999998,231.8605,232.52,228.40649999999997,,
2026-01-08 11:00:00+05:30,224.88,224.9,220.0,220.61,11711823,225.28999999999996,228.11700000000002,231.26,232.28839999999997,228.4036,,
2026-01-08 11:15:00+05:30,220.6,224.28,220.08,223.39,7117905,224.42799999999997,226.98499999999999,230.7605,232.1198,228.4259,,
2026-01-08 11:30:00+05:30,223.37,223.88,221.25,221.73,5545179,223.28399999999996,225.74899999999997,230.137,231.9196,228.4343,,
2026-01-08 11:45:00+05:30,221.8,223.21,221.5,222.94,3172109,222.70999999999998,225.108,229.55300000000003,231.7384,228.44799999999998,,
2026-01-08 12:00:00+05:30,222.91,224.49,222.8,223.55,3935722,222.44400000000002,224.59900000000002,228.981,231.5698,228.4639,,
2026-01-08 12:15:00+05:30,223.55,223.83,222.66,223.51,2320560,223.02399999999997,224.157,228.4245,231.39860000000002,228.48050000000003,,
2026-01-08 12:30:00+05:30,223.48,224.5,223.45,224.49,2192772,223.244,223.836,227.9045,231.2452,228.512,,
2026-01-08 12:45:00+05:30,224.48,224.5,223.36,223.66,1626124,223.63000000000002,223.45699999999997,227.34399999999997,231.08039999999997,228.53689999999997,,
2026-01-08 13:00:00+05:30,223.76,223.88,222.87,223.13,1819134,223.66800000000003,223.189,226.76799999999997,230.90740000000002,228.5602,,
2026-01-08 13:15:00+05:30,223.1,223.2,222.28,222.79,2058095,223.516,222.97999999999996,226.20499999999998,230.73919999999998,228.5799,,
2026-01-08 13:30:00+05:30,222.79,222.92,222.0,222.44,1638831,223.302,223.163,225.64000000000001,230.55759999999998,228.59529999999998,,
2026-01-08 13:45:00+05:30,222.44,222.97,222.12,222.19,2111485,222.842,223.04300000000003,225.01399999999998,230.3682,228.6032,,
2026-01-08 14:00:00+05:30,222.19,222.25,220.67,221.18,4359432,222.346,222.988,224.36849999999998,230.16279999999998,228.6001,,
2026-01-08 14:15:00+05:30,221.21,222.4,220.9,222.3,2145039,222.18,222.92400000000004,224.01600000000002,229.9702,228.6075,,
2026-01-08 14:30:00+05:30,222.3,222.89,221.81,222.5,2738801,222.122,222.81900000000002,223.709,229.7944,228.61859999999996,,
2026-01-08 14:45:00+05:30,222.54,222.77,222.24,222.68,1497947,222.17,222.73600000000002,223.44649999999996,229.6148,228.6275,,
2026-01-08 15:00:00+05:30,222.69,223.44,222.58,223.44,2831978,222.42000000000002,222.631,223.2335,229.451,228.6459,,
2026-01-08 15:15:00+05:30,223.42,224.42,223.18,224.25,5401097,223.03400000000002,222.69,223.07350000000002,229.2926,228.66670000000002,,
2026-01-09 09:15:00+05:30,224.2,227.0,224.2,226.0,10042521,223.77400000000003,222.977,223.083,229.099,228.69830000000002,,
2026-01-09 09:30:00+05:30,226.15,226.85,225.8,226.26,4377497,224.526,223.32399999999998,223.152,228.9214,228.7202,,
2026-01-09 09:45:00+05:30,226.09,226.09,225.12,225.83,4658125,225.156,223.663,223.413,228.7224,228.73620000000003,,
2026-01-09 10:00:00+05:30,225.88,226.58,225.7,226.39,2583710,225.746,224.083,223.56299999999996,228.5452,228.7547,,
2026-01-09 10:15:00+05:30,226.38,226.47,225.71,226.06,1643541,226.108,224.571,223.7795,228.36939999999998,228.76949999999997,,
2026-01-09 10:30:00+05:30,226.08,226.55,226.05,226.26,1178385,226.16,224.967,223.94549999999998,228.18880000000001,228.7882,,
2026-01-09 10:45:00+05:30,226.23,226.29,225.4,225.94,1617027,226.096,225.311,224.065,227.99120000000002,228.80239999999998,,
2026-01-09 11:00:00+05:30,226.05,227.48,226.05,226.8,3864108,226.29000000000002,225.723,224.2295,227.8482,228.83219999999997,,
2026-01-09 11:15:00+05:30,226.79,227.72,226.79,227.64,1769249,226.54000000000002,226.14299999999997,224.38700000000003,227.72199999999998,228.8641,,
2026-01-09 11:30:00+05:30,227.63,228.0,227.22,227.41,2306350,226.81,226.45899999999997,224.5745,227.5864,228.89440000000002,,
2026-01-09 11:45:00+05:30,227.42,227.75,226.94,227.61,1664254,227.08,226.61999999999998,224.79850000000002,227.45680000000002,228.9265,,
2026-01-09 12:00:00+05:30,227.67,228.39,227.63,228.05,2500796,227.502,226.79899999999998,225.06150000000002,227.3648,228.96400000000003,,
2026-01-09 12:15:00+05:30,228.05,228.95,228.01,228.46,2255166,227.834,227.06199999999998,225.3625,227.2816,229.00459999999998,,
2026-01-09 12:30:00+05:30,228.57,228.93,228.26,228.36,1917160,227.97799999999998,227.25900000000001,225.671,227.18120000000002,229.04510000000002,,
2026-01-09 12:45:00+05:30,228.36,228.55,228.01,228.14,1232920,228.12399999999997,227.467,226.019,227.06,229.0834,,
2026-01-09 13:00:00+05:30,228.14,228.38,227.8,228.28,1168162,228.25799999999998,227.669,226.31799999999998,226.93320000000003,229.12329999999997,,
2026-01-09 13:15:00+05:30,228.25,228.4,227.42,227.48,1498603,228.144,227.823,226.567,226.783,229.158,,
2026-01-09 13:30:00+05:30,227.48,228.95,227.32,228.75,2742202,228.202,228.01799999999997,226.87050000000005,226.6652,229.2028,,
2026-01-09 13:45:00+05:30,228.75,228.95,228.5,228.92,1527492,228.314,228.14600000000002,227.14450000000002,226.5458,229.24830000000003,,
2026-01-09 14:00:00+05:30,228.95,229.25,228.75,228.99,1990762,228.484,228.30400000000003,227.38150000000002,226.4282,229.2935,,
2026-01-09 14:15:00+05:30,228.99,229.06,228.33,228.74,1582672,228.57600000000002,228.417,227.5185,226.31,229.3368,,
2026-01-09 14:30:00+05:30,228.74,229.8,228.71,229.74,2459180,229.02800000000002,228.586,227.69249999999997,226.2238,229.3893,,
2026-01-09 14:45:00+05:30,229.78,230.1,229.26,229.78,3149550,229.234,228.718,227.89000000000001,226.1446,229.4375,,
2026-01-09 15:00:00+05:30,229.77,230.58,229.77,230.45,4727236,229.54000000000002,228.92699999999996,228.09300000000002,226.05939999999998,229.488,,
2026-01-09 15:15:00+05:30,230.49,230.95,229.74,229.85,5307456,229.712,229.098,228.28249999999997,225.97459999999998,229.5255,,
2026-01-12 09:15:00+05:30,238.15,244.7,237.15,239.1,18553724,231.78400000000002,230.18,228.9245,226.1696,229.60449999999997,,
2026-01-12 09:30:00+05:30,239.18,239.3,238.32,238.95,4590076,233.62600000000003,231.327,229.575,226.37580000000003,229.6769,,
2026-01-12 09:45:00+05:30,238.99,239.6,238.75,239.22,5917494,235.51399999999998,232.37400000000002,230.196,226.6016,229.7532,,
2026-01-12 10:00:00+05:30,239.29,239.54,239.0,239.46,2967947,237.31599999999997,233.42800000000003,230.78699999999998,226.8368,229.83759999999998,,
2026-01-12 10:15:00+05:30,239.48,239.58,239.32,239.47,2268382,239.24,234.47599999999997,231.39000000000001,227.0772,229.9214,,
2026-01-12 10:30:00+05:30,239.58,239.85,239.36,239.75,2526026,239.37000000000003,235.577,231.997,227.35600000000002,230.0072,,
2026-01-12 10:45:00+05:30,239.82,240.38,239.62,240.31,3076102,239.642,236.63399999999996,232.60999999999999,227.66459999999998,230.09230000000002,,
2026-01-12 11:00:00+05:30,240.31,241.99,240.1,241.9,4677460,240.17799999999997,237.846,233.28199999999998,228.09039999999996,230.18939999999998,,
2026-01-12 11:15:00+05:30,241.88,242.48,241.39,242.22,6770746,240.72999999999996,239.023,233.975,228.467,230.2934,,
2026-01-12 11:30:00+05:30,242.28,242.34,241.62,241.9,3413926,241.21599999999998,240.22799999999998,234.663,228.87040000000002,230.395,,
2026-01-12 11:45:00+05:30,241.86,242.19,241.55,242.1,2839766,241.686,240.52799999999996,235.35399999999998,229.2536,230.496,,
